Date,Away Team,Away Score,Home Team,Home Score,Spread,Over/Under,Referee,Umpire,Down Judge,Line Judge,Back Judge,Side Judge,Field Judge
20201217,Los Angeles Chargers,30,Las Vegas Raiders,27,Las Vegas Raiders -3.5,52.5 (over),Referee John Hussey,Umpire Roy Ellison,Down Judge Brian Bolinger,Line Judge Tom Symonette,Back Judge Grantis Bell,Side Judge Allen Baynes,Field Judge Steve Zimmer
20201219,Buffalo Bills,48,Denver Broncos,19,Buffalo Bills -5.5,49.0 (over),Referee Clete Blakeman,Umpire Fred Bryan,Down Judge Mark Hittner,Line Judge Tom Stephan,Back Judge Scott Helverson,Side Judge Michael Banks,Field Judge Joe Blubaugh
20201219,Carolina Panthers,16,Green Bay Packers,24,Green Bay Packers -8.0,51.5 (under),Referee Alex Kemp,Umpire Carl Paganelli,Down Judge Dana McKenzie,Line Judge Greg Bradley,Back Judge Matt Edwards,Side Judge Jabir Walker,Field Judge Terry Brown
20201220,Tampa Bay Buccaneers,31,Atlanta Falcons,27,Tampa Bay Buccaneers -6.0,49.5 (over),Referee Brad Rogers,Umpire Tab Slaughter,Down Judge Jerod Phillips,Line Judge Walt Coleman IV,Back Judge Greg Meyer,Side Judge John Jenkins,Field Judge Nathan Jones
20201220,Houston Texans,20,Indianapolis Colts,27,Indianapolis Colts -7.5,52.5 (under),Referee Bill Vinovich,Umpire Terry Killens,Down Judge Mike Carr,Line Judge Jeff Seeman,Back Judge Perry Paganelli,Side Judge Don Willard,Field Judge David Meslow
20201220,San Francisco 49ers,33,Dallas Cowboys,41,San Francisco 49ers -4.0,46.0 (over),Referee Land Clark,Umpire Alan Eck,Down Judge Tripp Sutter,Line Judge Mark Stewart,Back Judge Tony Josselyn,Side Judge Mearl Robinson,Field Judge Tra Blake
20201220,New England Patriots,12,Miami Dolphins,22,New England Patriots -1.5,40.5 (under),Referee Brad Allen,Umpire Bruce Stritesky,Down Judge Danny Short,Line Judge Daniel Gallagher,Back Judge Jimmy Russell,Side Judge Boris Cheek,Field Judge Rick Patterson
20201220,Chicago Bears,33,Minnesota Vikings,27,Minnesota Vikings -2.5,47.5 (over),Referee Shawn Smith,Umpire Bryan Neale,Down Judge Michael Dolce,Line Judge Mark Steinkerchner,Back Judge Dino Paganelli,Side Judge Jimmy Buchanan,Field Judge Dyrol Prioleau
20201220,Detroit Lions,25,Tennessee Titans,46,Tennessee Titans -9.5,54.5 (over),Referee Jerome Boger,Umpire Barry Anderson,Down Judge Julian Mapp,Line Judge Rusty Baynes,Back Judge Brad Freeman,Side Judge Anthony Jeffries,Field Judge Dale Shaw
20201220,Jacksonville Jaguars,14,Baltimore Ravens,40,Baltimore Ravens -13.0,49.0 (over),Referee Ronald Torbert,Umpire Richard Hall,Down Judge Patrick Turner,Line Judge Tim Podraza,Back Judge Greg Wilson,Side Judge Clay Reynard,Field Judge James Coleman
20201220,Seattle Seahawks,20,Washington Football Team,15,Seattle Seahawks -6.0,44.5 (under),Referee Adrian Hill,Umpire Paul King,Down Judge Ed Camp,Line Judge Kevin Codey,Back Judge Greg Steed,Side Judge Keith Washington,Field Judge Jim Quirk
20201220,Philadelphia Eagles,26,Arizona Cardinals,33,Arizona Cardinals -6.5,49.5 (over),Referee Craig Wrolstad,Umpire Ruben Fowler,Down Judge Jerry Bergman,Line Judge David Oliver,Back Judge Keith Ferguson,Side Judge Jeff Lamberth,Field Judge Aaron Santi
20201220,New York Jets,23,Los Angeles Rams,20,Los Angeles Rams -17.5,44.5 (under),Referee Tony Corrente,Umpire Dan Ferrell,Down Judge Mark Perlman,Line Judge Bart Longson,Back Judge Todd Prukop,Side Judge Anthony Flemming,Field Judge Ryan Dickson
20201220,Kansas City Chiefs,32,New Orleans Saints,29,Kansas City Chiefs -2.5,54.0 (over),Referee Scott Novak,Umpire Steven Woods,Down Judge Kent Payne,Line Judge Carl Johnson,Back Judge Terrence Miles,Side Judge Eugene Hall,Field Judge Scott Edwards
20201220,Cleveland Browns,20,New York Giants,6,Cleveland Browns -6.0,45.0 (under),Referee Shawn Hochuli,Umpire Ramon George,Down Judge Sarah Thomas,Line Judge Thomas Eaton,Back Judge Rich Martinez,Side Judge Chad Hill,Field Judge Tom Hill
20201221,Pittsburgh Steelers,17,Cincinnati Bengals,27,Pittsburgh Steelers -14.5,40.5 (over),Referee John Hussey,Umpire Mark Pellis,Down Judge Derick Bowers,Line Judge Frank LeBlanc,Back Judge Steve Patrick,Side Judge Dominique Pender,Field Judge Mike Weatherford
