Date,Away Team,Away Score,Home Team,Home Score,Spread,Over/Under,Referee,Umpire,Down Judge,Line Judge,Back Judge,Side Judge,Field Judge
20191212,New York Jets,21,Baltimore Ravens,42,Baltimore Ravens -17.0,44.0 (over),Referee John Hussey,Umpire Alan Eck,Down Judge Kevin Codey,Line Judge Carl Johnson,Back Judge Brad Freeman,Side Judge Jabir Walker,Field Judge Allen Baynes
20191215,Seattle Seahawks,30,Carolina Panthers,24,Seattle Seahawks -6.0,48.5 (over),Referee Carl Cheffers,Umpire Mark Pellis,Down Judge Danny Short,Line Judge Jeff Seeman,Back Judge Matthew Edwards,Side Judge Eugene Hall,Field Judge Michael Banks
20191215,New England Patriots,34,Cincinnati Bengals,13,New England Patriots -10.5,42.0 (over),Referee Alex Kemp,Umpire Richard Hall,Down Judge Mike Carr,Line Judge Jeff Bergman,Back Judge Steve Freeman,Side Judge Dale Shaw,Field Judge John Jenkins
20191215,Tampa Bay Buccaneers,38,Detroit Lions,17,Tampa Bay Buccaneers -5.5,46.0 (over),Referee Adrian Hill,Umpire Roy Ellison,Down Judge Mark Hittner,Line Judge Mark Stewart,Back Judge Greg Meyer,Side Judge Jim Quirk,Field Judge Land Clark
20191215,Chicago Bears,13,Green Bay Packers,21,Green Bay Packers -4.0,40.0 (under),Referee Scott Novak,Umpire Ramon George,Down Judge Derick Bowers,Line Judge Walt Coleman IV,Back Judge Terrence Miles,Side Judge Chad Hill,Field Judge Mike Weatherford
20191215,Denver Broncos,3,Kansas City Chiefs,23,Kansas City Chiefs -10.0,43.0 (under),Referee Clete Blakeman,Umpire Jeff Rice,Down Judge Jerry Bergman,Line Judge Tom Symonette,Back Judge Perry Paganelli,Side Judge Jimmy Buchanan,Field Judge Joe Larrew
20191215,Miami Dolphins,20,New York Giants,36,New York Giants -3.5,47.0 (over),Referee Jerome Boger,Umpire Carl Paganelli,Down Judge Patrick Holt,Line Judge Rusty Baynes,Back Judge Tony Steratore,Side Judge Jonah Monroe,Field Judge David Meslow
20191215,Houston Texans,24,Tennessee Titans,21,Tennessee Titans -3.0,50.0 (under),Referee Bill Vinovich,Umpire Bruce Stritesky,Down Judge Phil McKinnely,Line Judge Mark Perlman,Back Judge Steve Patrick,Side Judge Gary Cavaletto,Field Judge Mearl Robinson
20191215,Philadelphia Eagles,37,Washington Redskins,27,Philadelphia Eagles -7.0,38.0 (over),Referee Shawn Smith,Umpire Bryan Neale,Down Judge David Oliver,Line Judge Bart Longson,Back Judge Dino Paganelli,Side Judge Dave Hawkshaw,Field Judge Dyrol Prioleau
20191215,Cleveland Browns,24,Arizona Cardinals,38,Cleveland Browns -3.0,49.0 (over),Referee Brad Allen,Umpire Barry Anderson,Down Judge Jim Mello,Line Judge Brian Bolinger,Back Judge Greg Yette,Side Judge Keith Washington,Field Judge Steve Zimmer
20191215,Jacksonville Jaguars,20,Oakland Raiders,16,Oakland Raiders -7.0,47.0 (under),Referee Bradley Rogers,Umpire Tony Michalek,Down Judge Kent Payne,Line Judge Michael Spanier,Back Judge Gregory Steed,Side Judge Don Willard,Field Judge Aaron Santi
20191215,Minnesota Vikings,39,Los Angeles Chargers,10,Minnesota Vikings -1.0,45.0 (over),Referee Ronald Torbert,Umpire Terry Killens,Down Judge Sarah Thomas,Line Judge Mark Steinkerchner,Back Judge Anthony Josselyn,Side Judge Scott Edwards,Field Judge Ryan Dickson
20191215,Los Angeles Rams,21,Dallas Cowboys,44,Los Angeles Rams -1.0,48.5 (over),Referee Walt Anderson,Umpire Ruben Fowler,Down Judge Tom Stephan,Line Judge Byron Boston,Back Judge Keith Ferguson,Side Judge Rick Patterson,Field Judge Lee Dyer
20191215,Atlanta Falcons,29,San Francisco 49ers,22,San Francisco 49ers -10.5,50.0 (over),Referee Craig Wrolstad,Umpire Steven Woods,Down Judge Patrick Turner,Line Judge Tripp Sutter,Back Judge Scott Helverson,Side Judge Jeff Lamberth,Field Judge Terry Brown
20191215,Buffalo Bills,17,Pittsburgh Steelers,10,Pittsburgh Steelers -1.0,37.0 (under),Referee Tony Corrente,Umpire Dan Ferrell,Down Judge Dana McKenzie,Line Judge Tim Podraza,Back Judge Todd Prukop,Side Judge Boris Cheek,Field Judge Anthony Jeffries
20191216,Indianapolis Colts,7,New Orleans Saints,34,New Orleans Saints -8.0,48.5 (under),Referee Shawn Hochuli,Umpire Paul King,Down Judge Ed Camp,Line Judge Greg Bradley,Back Judge Rich Martinez,Side Judge James Coleman,Field Judge Tom Hill
