Date,Away Team,Away Score,Home Team,Home Score,Spread,Over/Under,Referee,Umpire,Down Judge,Line Judge,Back Judge,Side Judge,Field Judge
20200924,Miami Dolphins,31,Jacksonville Jaguars,13,Jacksonville Jaguars -2.5,49.5 (under),Referee Brad Allen,Umpire Bruce Stritesky,Down Judge Danny Short,Line Judge Daniel Gallagher,Back Judge Jimmy Russell,Side Judge Boris Cheek,Field Judge Rick Patterson
20200927,Chicago Bears,30,Atlanta Falcons,26,Atlanta Falcons -2.5,46.0 (over),Referee Jerome Boger,Umpire Barry Anderson,Down Judge Julian Mapp,Line Judge Allen Baynes,Back Judge Brad Freeman,Side Judge Anthony Jeffries,Field Judge Tra Blake
20200927,Los Angeles Rams,32,Buffalo Bills,35,Buffalo Bills -1.5,46.5 (over),Referee Alex Kemp,Umpire Carl Paganelli,Down Judge Dana McKenzie,Line Judge Greg Bradley,Back Judge Matt Edwards,Side Judge Dominique Pender,Field Judge Terry Brown
20200927,Washington Football Team,20,Cleveland Browns,34,Cleveland Browns -7.5,45.0 (over),Referee Shawn Hochuli,Umpire Ramon George,Down Judge Sarah Thomas,Line Judge Carl Johnson,Back Judge Rich Martinez,Side Judge Chad Hill,Field Judge Tom Hill
20200927,Tennessee Titans,31,Minnesota Vikings,30,Tennessee Titans -3.0,49.5 (over),Referee Clete Blakeman,Umpire Fred Bryan,Down Judge Mark Hittner,Line Judge Tom Stephan,Back Judge Scott Helverson,Side Judge Michael Banks,Field Judge Joe Blubaugh
20200927,Las Vegas Raiders,20,New England Patriots,36,New England Patriots -7.0,47.0 (over),Referee Ronald Torbert,Umpire Mark Pellis,Down Judge Patrick Holt,Line Judge Jim Mello,Back Judge Greg Yette,Side Judge Jonah Monroe,Field Judge James Coleman
20200927,San Francisco 49ers,36,New York Giants,9,San Francisco 49ers -3.0,44.0 (over),Referee Clay Martin,Umpire Tony Michalek,Down Judge Derick Bowers,Line Judge Frank LeBlanc,Back Judge Steve Patrick,Side Judge Jeff Lamberth,Field Judge Mike Weatherford
20200927,Cincinnati Bengals,23,Philadelphia Eagles,23,Philadelphia Eagles -5.5,46.5 (under),Referee Adrian Hill,Umpire Paul King,Down Judge Ed Camp,Line Judge Tom Eaton,Back Judge Tony Josselyn,Side Judge Keith Washington,Field Judge Jim Quirk
20200927,Houston Texans,21,Pittsburgh Steelers,28,Pittsburgh Steelers -3.5,46.5 (over),Referee Shawn Smith,Umpire Bryan Neale,Down Judge Michael Dolce,Line Judge Tom Symonette,Back Judge Dino Paganelli,Side Judge Jimmy Buchanan,Field Judge Dyrol Prioleau
20200927,New York Jets,7,Indianapolis Colts,36,Indianapolis Colts -12.5,44.0 (under),Referee Craig Wrolstad,Umpire Terry Killens,Down Judge Mike Carr,Line Judge Jeff Seeman,Back Judge Grantis Bell,Side Judge Don Willard,Field Judge David Meslow
20200927,Carolina Panthers,21,Los Angeles Chargers,16,Los Angeles Chargers -6.0,43.5 (under),Referee Tony Corrente,Umpire Dan Ferrell,Down Judge Mark Perlman,Line Judge Bart Longson,Back Judge Todd Prukop,Side Judge Anthony Flemming,Field Judge Ryan Dickson
20200927,Detroit Lions,26,Arizona Cardinals,23,Arizona Cardinals -4.5,55.5 (under),Referee Scott Novak,Umpire Steven Woods,Down Judge Kent Payne,Line Judge David Oliver,Back Judge Keith Ferguson,Side Judge Scott Edwards,Field Judge John Jenkins
20200927,Tampa Bay Buccaneers,28,Denver Broncos,10,Tampa Bay Buccaneers -6.0,42.5 (under),Referee Land Clark,Umpire Alan Eck,Down Judge Tripp Sutter,Line Judge Mark Stewart,Back Judge Terrence Miles,Side Judge Aaron Santi,Field Judge Mearl Robinson
20200927,Dallas Cowboys,31,Seattle Seahawks,38,Seattle Seahawks -5.5,58.0 (over),Referee Carl Cheffers,Umpire Richard Hall,Down Judge Patrick Turner,Line Judge Tim Podraza,Back Judge Greg Wilson,Side Judge Clay Reynard,Field Judge Gary Cavaletto
20200927,Green Bay Packers,37,New Orleans Saints,30,New Orleans Saints -3.5,52.0 (over),Referee Brad Rogers,Umpire Tab Slaughter,Down Judge Jerod Phillips,Line Judge Walt Coleman IV,Back Judge Greg Meyer,Side Judge Eugene Hall,Field Judge Nathan Jones
20200928,Kansas City Chiefs,34,Baltimore Ravens,20,Baltimore Ravens -3.5,55.0 (under),Referee John Hussey,Umpire Roy Ellison,Down Judge Brian Bolinger,Line Judge Mark Steinkerchner,Back Judge Greg Steed,Side Judge Allen Baynes,Field Judge Steve Zimmer
