Date,Away Team,Away Score,Home Team,Home Score,Spread,Over/Under,Referee,Umpire,Down Judge,Line Judge,Back Judge,Side Judge,Field Judge
20181108,Carolina Panthers,21,Pittsburgh Steelers,52,Pittsburgh Steelers -3.5,51.0 (over),Officials,Referee Walt Coleman,Umpire Jeff Rice,Down Judge Jerry Bergman,Line Judge Mark Stewart,Back Judge Greg Yette,Side Judge Jabir Walker,Field Judge Greg Gautreaux
20181111,Detroit Lions,22,Chicago Bears,34,Chicago Bears -7.5,44.5 (over),Referee Alex Kemp,Umpire Richard Hall,Down Judge Tom Symonette,Line Judge Jeff Bergman,Back Judge Steve Freeman,Side Judge Aaron Santi,Field Judge John Jenkins
20181111,New Orleans Saints,51,Cincinnati Bengals,14,New Orleans Saints -6.0,53.5 (over),Referee Tony Corrente,Umpire Alan Eck,Down Judge Patrick Turner,Line Judge Tim Podraza,Back Judge Todd Prukop,Side Judge Ryan Dickson,Field Judge Steve Zimmer
20181111,Atlanta Falcons,16,Cleveland Browns,28,Atlanta Falcons -5.5,49.5 (under),Referee Peter Morelli,Umpire Steven Woods,Down Judge Steve Stelljes,Line Judge Jeff Seeman,Back Judge Keith Ferguson,Side Judge Boris Cheek,Field Judge Anthony Jeffries
20181111,Jacksonville Jaguars,26,Indianapolis Colts,29,Indianapolis Colts -3.0,48.0 (over),Referee Jerome Boger,Umpire Bill Schuster,Down Judge Mark Hittner,Line Judge Rusty Baynes,Back Judge Tony Steratore,Side Judge Jonah Monroe,Field Judge Dale Shaw
20181111,Arizona Cardinals,14,Kansas City Chiefs,26,Kansas City Chiefs -16.5,49.5 (under),Referee Carl Cheffers,Umpire Barry Anderson,Down Judge Mike Spanier,Line Judge Gary Arthur,Back Judge Greg Meyer,Side Judge Eugene Hall,Field Judge Land Clark
20181111,Buffalo Bills,41,New York Jets,10,New York Jets -7.0,38.0 (over),Referee Ron Torbert,Umpire Dan Ferrell,Down Judge Sarah Thomas,Line Judge Mark Steinkerchner,Back Judge Anthony Josselyn,Side Judge Scott Edwards,Field Judge Jimmy Buchanan
20181111,New England Patriots,10,Tennessee Titans,34,New England Patriots -6.5,47.0 (under),Referee Bill Vinovich,Umpire Bruce Stritesky,Down Judge Phil McKinnely,Line Judge Mark Perlman,Back Judge Steven Patrick,Side Judge Gary Cavaletto,Field Judge Mearl Robinson
20181111,Washington Redskins,16,Tampa Bay Buccaneers,3,Tampa Bay Buccaneers -3.5,51.0 (under),Referee Brad Allen,Umpire Ruben Fowler,Down Judge Jim Mello,Line Judge Brian Bolinger,Back Judge Terrence Miles,Side Judge Scott Novak,Field Judge Mike Weatherford
20181111,Los Angeles Chargers,20,Oakland Raiders,6,Los Angeles Chargers -10.5,50.0 (under),Referee Craig Wrolstad,Umpire Paul King,Down Judge Jerod Phillips,Line Judge Carl Johnson,Back Judge Scott Helverson,Side Judge Adrian Hill,Field Judge Jeff Lamberth
20181111,Miami Dolphins,12,Green Bay Packers,31,Green Bay Packers -11.0,48.5 (under),Referee Clay Martin,Umpire Fred Bryan,Down Judge Danny Short,Line Judge Kent Payne,Back Judge Gregory Wilson,Side Judge Brad Freeman,Field Judge David Meslow
20181111,Seattle Seahawks,31,Los Angeles Rams,36,Los Angeles Rams -10.0,51.0 (over),Referee John Hussey,Umpire Tony Michalek,Down Judge Kevin Codey,Line Judge Derick Bowers,Back Judge Greg Steed,Side Judge Allen Baynes,Field Judge Don Willard
20181111,Dallas Cowboys,27,Philadelphia Eagles,20,Philadelphia Eagles -7.5,45.5 (over),Referee John Parry,Umpire Mark Pellis,Down Judge David Oliver,Line Judge Julian Mapp,Back Judge Perry Paganelli,Side Judge Michael Banks,Field Judge Matt Edwards
20181112,New York Giants,27,San Francisco 49ers,23,San Francisco 49ers -3.0,45.0 (over),Referee Shawn Hochuli,Umpire Roy Ellison,Down Judge Ed Camp,Line Judge Greg Bradley,Back Judge Rich Martinez,Side Judge Chad Hill,Field Judge Tom Hill
