Date,Away Team,Away Score,Home Team,Home Score,Spread,Over/Under,Referee,Umpire,Down Judge,Line Judge,Back Judge,Side Judge,Field Judge
20201210,New England Patriots,3,Los Angeles Rams,24,Los Angeles Rams -5.0,43.5 (under),Referee Craig Wrolstad,Umpire Ramon George,Down Judge Mark Hittner,Line Judge David Oliver,Back Judge Keith Ferguson,Side Judge Dave Hawkshaw,Field Judge Aaron Santi
20201213,Denver Broncos,32,Carolina Panthers,27,Carolina Panthers -4.0,46.5 (over),Referee Shawn Hochuli,Umpire Ruben Fowler,Down Judge Sarah Thomas,Line Judge Carl Johnson,Back Judge Rich Martinez,Side Judge Dominique Pender,Field Judge Tom Hill
20201213,Houston Texans,7,Chicago Bears,36,Houston Texans -1.0,46.5 (under),Referee Land Clark,Umpire Alan Eck,Down Judge Tripp Sutter,Line Judge Mark Stewart,Back Judge Tony Josselyn,Side Judge Mearl Robinson,Field Judge Tra Blake
20201213,Dallas Cowboys,30,Cincinnati Bengals,7,Dallas Cowboys -3.0,44.0 (under),Referee John Hussey,Umpire Roy Ellison,Down Judge Brian Bolinger,Line Judge Tom Symonette,Back Judge Grantis Bell,Side Judge Allen Baynes,Field Judge Steve Zimmer
20201213,Tennessee Titans,31,Jacksonville Jaguars,10,Tennessee Titans -7.5,52.5 (under),Referee Adrian Hill,Umpire Paul King,Down Judge Ed Camp,Line Judge Kevin Codey,Back Judge Greg Steed,Side Judge Keith Washington,Field Judge Jim Quirk
20201213,Kansas City Chiefs,33,Miami Dolphins,27,Kansas City Chiefs -7.5,52.0 (over),Referee Clay Martin,Umpire Tony Michalek,Down Judge Derick Bowers,Line Judge Frank LeBlanc,Back Judge Steve Patrick,Side Judge Jeff Lamberth,Field Judge Mike Weatherford
20201213,Arizona Cardinals,26,New York Giants,7,Arizona Cardinals -3.0,47.5 (under),Referee Ronald Torbert,Umpire Mark Pellis,Down Judge Patrick Holt,Line Judge Jim Mello,Back Judge Greg Yette,Side Judge Jonah Monroe,Field Judge James Coleman
20201213,Minnesota Vikings,14,Tampa Bay Buccaneers,26,Tampa Bay Buccaneers -7.0,52.0 (under),Referee Brad Allen,Umpire Bruce Stritesky,Down Judge Danny Short,Line Judge Daniel Gallagher,Back Judge Jimmy Russell,Side Judge Boris Cheek,Field Judge Rick Patterson
20201213,Indianapolis Colts,44,Las Vegas Raiders,27,Indianapolis Colts -2.5,52.0 (over),Referee Clete Blakeman,Umpire Fred Bryan,Down Judge Jerry Bergman,Line Judge Tom Stephan,Back Judge Scott Helverson,Side Judge Michael Banks,Field Judge Joe Blubaugh
20201213,New York Jets,3,Seattle Seahawks,40,Seattle Seahawks -16.5,50.5 (under),Referee Scott Novak,Umpire Steven Woods,Down Judge Kent Payne,Line Judge Thomas Eaton,Back Judge Terrence Miles,Side Judge John Jenkins,Field Judge Scott Edwards
20201213,Green Bay Packers,31,Detroit Lions,24,Green Bay Packers -9.5,55.5 (under),Referee Alex Kemp,Umpire Tab Slaughter,Down Judge Jerod Phillips,Line Judge Walt Coleman IV,Back Judge Greg Meyer,Side Judge Eugene Hall,Field Judge Terry Brown
20201213,New Orleans Saints,21,Philadelphia Eagles,24,New Orleans Saints -7.5,43.0 (over),Referee Jerome Boger,Umpire Barry Anderson,Down Judge Julian Mapp,Line Judge Rusty Baynes,Back Judge Brad Freeman,Side Judge Anthony Jeffries,Field Judge Dale Shaw
20201213,Atlanta Falcons,17,Los Angeles Chargers,20,Los Angeles Chargers -1.0,49.5 (under),Referee Tony Corrente,Umpire Dan Ferrell,Down Judge Mark Perlman,Line Judge Bart Longson,Back Judge Keith Ferguson,Side Judge Anthony Flemming,Field Judge Ryan Dickson
20201213,Washington Football Team,23,San Francisco 49ers,15,San Francisco 49ers -3.0,43.5 (under),Referee Carl Cheffers,Umpire Richard Hall,Down Judge Patrick Turner,Line Judge Tim Podraza,Back Judge Greg Wilson,Side Judge Clay Reynard,Field Judge Gary Cavaletto
20201213,Pittsburgh Steelers,15,Buffalo Bills,26,Buffalo Bills -2.0,48.5 (under),Referee Shawn Smith,Umpire Bryan Neale,Down Judge Michael Dolce,Line Judge Mark Steinkerchner,Back Judge Dino Paganelli,Side Judge Jimmy Buchanan,Field Judge Dyrol Prioleau
20201214,Baltimore Ravens,47,Cleveland Browns,42,Baltimore Ravens -3.0,46.0 (over),Referee Bill Vinovich,Umpire Terry Killens,Down Judge Mike Carr,Line Judge Jeff Seeman,Back Judge Perry Paganelli,Side Judge Don Willard,Field Judge David Meslow
