Date,Away Team,Away Score,Home Team,Home Score,Spread,Over/Under,Referee,Umpire,Down Judge,Line Judge,Back Judge,Side Judge,Field Judge
20191221,Houston Texans,23,Tampa Bay Buccaneers,20,Houston Texans -3.0,50.0 (under),Referee Scott Novak,Umpire Ramon George,Down Judge Derick Bowers,Line Judge Walt Coleman IV,Back Judge Terrence Miles,Side Judge Chad Hill,Field Judge Mike Weatherford
20191221,Buffalo Bills,17,New England Patriots,24,New England Patriots -7.0,38.5 (over),Referee John Hussey,Umpire Alan Eck,Down Judge Kevin Codey,Line Judge Carl Johnson,Back Judge Brad Freeman,Side Judge Jabir Walker,Field Judge Allen Baynes
20191221,Los Angeles Rams,31,San Francisco 49ers,34,San Francisco 49ers -7.0,45.5 (over),Referee Clete Blakeman,Umpire Jeff Rice,Down Judge Jerry Bergman,Line Judge Tom Symonette,Back Judge Perry Paganelli,Side Judge Jimmy Buchanan,Field Judge Keith Washington
20191222,Jacksonville Jaguars,12,Atlanta Falcons,24,Atlanta Falcons -7.5,48.0 (under),Referee Adrian Hill,Umpire Roy Ellison,Down Judge David Oliver,Line Judge Mark Stewart,Back Judge Greg Meyer,Side Judge Jim Quirk,Field Judge Land Clark
20191222,Baltimore Ravens,31,Cleveland Browns,15,Baltimore Ravens -9.5,48.5 (under),Referee Alex Kemp,Umpire Richard Hall,Down Judge Mike Carr,Line Judge Jeff Bergman,Back Judge Steve Freeman,Side Judge Dale Shaw,Field Judge John Jenkins
20191222,Carolina Panthers,6,Indianapolis Colts,38,Indianapolis Colts -7.5,46.0 (under),Referee Walt Anderson,Umpire Ruben Fowler,Down Judge Michael Spanier,Line Judge Byron Boston,Back Judge Keith Ferguson,Side Judge Rick Patterson,Field Judge Lee Dyer
20191222,Cincinnati Bengals,35,Miami Dolphins,38,Cincinnati Bengals -1.5,46.0 (over),Referee Brad Allen,Umpire Barry Anderson,Down Judge Jim Mello,Line Judge Brian Bolinger,Back Judge Greg Yette,Side Judge Jimmy Russell,Field Judge Steve Zimmer
20191222,Pittsburgh Steelers,10,New York Jets,16,Pittsburgh Steelers -3.0,36.5 (under),Referee Shawn Hochuli,Umpire Paul King,Down Judge Ed Camp,Line Judge Greg Bradley,Back Judge Rich Martinez,Side Judge James Coleman,Field Judge Tom Hill
20191222,New Orleans Saints,38,Tennessee Titans,28,New Orleans Saints -3.5,49.0 (over),Referee Jerome Boger,Umpire Carl Paganelli,Down Judge Patrick Holt,Line Judge Rusty Baynes,Back Judge Tony Steratore,Side Judge Jonah Monroe,Field Judge David Meslow
20191222,New York Giants,41,Washington Redskins,35,New York Giants -1.0,42.0 (over),Referee Ronald Torbert,Umpire Terry Killens,Down Judge Sarah Thomas,Line Judge Mark Steinkerchner,Back Judge Anthony Josselyn,Side Judge Scott Edwards,Field Judge Ryan Dickson
20191222,Detroit Lions,17,Denver Broncos,27,Denver Broncos -9.5,40.0 (over),Referee Craig Wrolstad,Umpire Dan Ferrell,Down Judge Patrick Turner,Line Judge Tripp Sutter,Back Judge Scott Helverson,Side Judge Jeff Lamberth,Field Judge Terry Brown
20191222,Oakland Raiders,24,Los Angeles Chargers,17,Los Angeles Chargers -7.5,45.0 (under),Referee Clay Martin,Umpire Fred Bryan,Down Judge Jerod Phillips,Line Judge Gary Arthur,Back Judge Gregory Wilson,Side Judge Greg Gautreaux,Field Judge Nathan Jones
20191222,Dallas Cowboys,9,Philadelphia Eagles,17,Dallas Cowboys -2.0,47.0 (under),Referee Tony Corrente,Umpire Bill Schuster,Down Judge Dana McKenzie,Line Judge Tim Podraza,Back Judge Todd Prukop,Side Judge Boris Cheek,Field Judge Anthony Jeffries
20191222,Arizona Cardinals,27,Seattle Seahawks,13,Seattle Seahawks -8.0,51.0 (under),Referee Bradley Rogers,Umpire Tony Michalek,Down Judge Kent Payne,Line Judge Julian Mapp,Back Judge Gregory Steed,Side Judge Don Willard,Field Judge Aaron Santi
20191222,Kansas City Chiefs,26,Chicago Bears,3,Kansas City Chiefs -6.5,45.5 (under),Referee Carl Cheffers,Umpire Mark Pellis,Down Judge Danny Short,Line Judge Jeff Seeman,Back Judge Matthew Edwards,Side Judge Eugene Hall,Field Judge Michael Banks
20191223,Green Bay Packers,23,Minnesota Vikings,10,Minnesota Vikings -4.0,47.0 (under),Referee Bill Vinovich,Umpire Bruce Stritesky,Down Judge Phil McKinnely,Line Judge Mark Perlman,Back Judge Steve Patrick,Side Judge Gary Cavaletto,Field Judge Mearl Robinson
