Date,Away Team,Away Score,Home Team,Home Score,Spread,Over/Under,Referee,Umpire,Down Judge,Line Judge,Back Judge,Side Judge,Field Judge
20191024,Washington Redskins,9,Minnesota Vikings,19,Minnesota Vikings -16.5,42.0 (under),Officials,Referee Carl Cheffers,Umpire Mark Pellis,Down Judge Danny Short,Line Judge Jeff Seeman,Back Judge Matthew Edwards,Side Judge Eugene Hall,Field Judge Michael Banks
20191027,Seattle Seahawks,27,Atlanta Falcons,20,Seattle Seahawks -7.5,48.5 (under),Referee Clete Blakeman,Umpire Jeff Rice,Down Judge Jerry Bergman,Line Judge Tom Symonette,Back Judge Perry Paganelli,Side Judge Jimmy Buchanan,Field Judge Joe Larrew
20191027,Philadelphia Eagles,31,Buffalo Bills,13,Buffalo Bills -1.0,39.5 (over),Referee John Hussey,Umpire Alan Eck,Down Judge Kevin Codey,Line Judge Carl Johnson,Back Judge Brad Freeman,Side Judge Jabir Walker,Field Judge Allen Baynes
20191027,Los Angeles Chargers,17,Chicago Bears,16,Chicago Bears -3.5,41.0 (under),Referee Bradley Rogers,Umpire Tony Michalek,Down Judge Kent Payne,Line Judge Julian Mapp,Back Judge Gregory Steed,Side Judge Don Willard,Field Judge Aaron Santi
20191027,Denver Broncos,13,Indianapolis Colts,15,Indianapolis Colts -6.0,41.0 (under),Referee Walt Anderson,Umpire Ruben Fowler,Down Judge Tom Stephan,Line Judge Byron Boston,Back Judge Keith Ferguson,Side Judge Rick Patterson,Field Judge Lee Dyer
20191027,New York Giants,26,Detroit Lions,31,Detroit Lions -6.5,49.0 (over),Referee Scott Novak,Umpire Ramon George,Down Judge Derick Bowers,Line Judge Walt Coleman IV,Back Judge Terrence Miles,Side Judge Chad Hill,Field Judge Mike Weatherford
20191027,New York Jets,15,Jacksonville Jaguars,29,Jacksonville Jaguars -7.0,39.5 (over),Referee Brad Allen,Umpire Barry Anderson,Down Judge Jim Mello,Line Judge Brian Bolinger,Back Judge Greg Yette,Side Judge Jimmy Russell,Field Judge Steve Zimmer
20191027,Arizona Cardinals,9,New Orleans Saints,31,New Orleans Saints -12.5,47.5 (under),Referee Clay Martin,Umpire Fred Bryan,Down Judge Jerod Phillips,Line Judge Gary Arthur,Back Judge Gregory Wilson,Side Judge Greg Gautreaux,Field Judge Nathan Jones
20191027,Tampa Bay Buccaneers,23,Tennessee Titans,27,Tennessee Titans -2.0,45.5 (over),Referee Adrian Hill,Umpire Roy Ellison,Down Judge David Oliver,Line Judge Mark Stewart,Back Judge Greg Meyer,Side Judge Jim Quirk,Field Judge Land Clark
20191027,Cincinnati Bengals,10,Los Angeles Rams,24,Los Angeles Rams -12.0,48.5 (under),Referee Jerome Boger,Umpire Carl Paganelli,Down Judge Michael Spanier,Line Judge Rusty Baynes,Back Judge Tony Steratore,Side Judge Jonah Monroe,Field Judge David Meslow
20191027,Carolina Panthers,13,San Francisco 49ers,51,San Francisco 49ers -4.5,41.0 (over),Referee Shawn Smith,Umpire Bryan Neale,Down Judge Mark Hittner,Line Judge Bart Longson,Back Judge Dino Paganelli,Side Judge Dave Hawkshaw,Field Judge Dyrol Prioleau
20191027,Oakland Raiders,24,Houston Texans,27,Houston Texans -5.0,52.0 (under),Referee Craig Wrolstad,Umpire Steven Woods,Down Judge Patrick Turner,Line Judge Tripp Sutter,Back Judge Scott Helverson,Side Judge Keith Washington,Field Judge Terry Brown
20191027,Cleveland Browns,13,New England Patriots,27,New England Patriots -9.5,43.0 (under),Referee Tony Corrente,Umpire Bill Schuster,Down Judge Dana McKenzie,Line Judge Tim Podraza,Back Judge Todd Prukop,Side Judge Boris Cheek,Field Judge Anthony Jeffries
20191027,Green Bay Packers,31,Kansas City Chiefs,24,Green Bay Packers -5.0,48.0 (over),Referee Bill Vinovich,Umpire Bruce Stritesky,Down Judge Phil McKinnely,Line Judge Mark Perlman,Back Judge Steve Patrick,Side Judge Gary Cavaletto,Field Judge Mearl Robinson
20191028,Miami Dolphins,14,Pittsburgh Steelers,27,Pittsburgh Steelers -14.0,44.0 (under),Referee Ronald Torbert,Umpire Dan Ferrell,Down Judge Sarah Thomas,Line Judge Mark Steinkerchner,Back Judge Anthony Josselyn,Side Judge Scott Edwards,Field Judge Ryan Dickson
