Date,Away Team,Away Score,Home Team,Home Score,Spread,Over/Under,Referee,Umpire,Down Judge,Line Judge,Back Judge,Side Judge,Field Judge
20180906,Atlanta Falcons,12,Philadelphia Eagles,18,Philadelphia Eagles -1.0,44.5 (under),Referee John Hussey,Umpire Tony Michalek,Down Judge Kevin Codey,Line Judge Derick Bowers,Back Judge Greg Steed,Side Judge Allen Baynes,Field Judge Don Willard
20180909,Pittsburgh Steelers,21,Cleveland Browns,21,Pittsburgh Steelers -3.5,41.0 (over),Referee Shawn Smith,Umpire Bryan Neale,Down Judge Mark Hittner,Line Judge Bart Longson,Back Judge Dino Paganelli,Side Judge James Coleman,Field Judge Brad Rogers
20180909,Cincinnati Bengals,34,Indianapolis Colts,23,Cincinnati Bengals -1.0,47.5 (over),Referee Peter Morelli,Umpire Steven Woods,Down Judge Steve Stelljes,Line Judge Jeff Seeman,Back Judge Keith Ferguson,Side Judge Boris Cheek,Field Judge Anthony Jeffries
20180909,Tennessee Titans,20,Miami Dolphins,27,Tennessee Titans -1.0,43.5 (over),Referee Jerome Boger,Umpire Bill Schuster,Down Judge Mike Carr,Line Judge Rusty Baynes,Back Judge Tony Steratore,Side Judge Jonah Monroe,Field Judge Dale Shaw
20180909,San Francisco 49ers,16,Minnesota Vikings,24,Minnesota Vikings -6.0,46.5 (under),Referee Clay Martin,Umpire Fred Bryan,Down Judge Danny Short,Line Judge Kent Payne,Back Judge Gregory Wilson,Side Judge Brad Freeman,Field Judge David Meslow
20180909,Tampa Bay Buccaneers,48,New Orleans Saints,40,New Orleans Saints -10.0,50.0 (over),Referee John Parry,Umpire Mark Pellis,Down Judge David Oliver,Line Judge Julian Mapp,Back Judge Perry Paganelli,Side Judge Michael Banks,Field Judge Matt Edwards
20180909,Houston Texans,20,New England Patriots,27,New England Patriots -6.0,49.5 (under),Referee Tony Corrente,Umpire Alan Eck,Down Judge Patrick Turner,Line Judge Tim Podraza,Back Judge Todd Prukop,Side Judge Ryan Dickson,Field Judge Keith Washington
20180909,Jacksonville Jaguars,20,New York Giants,15,Jacksonville Jaguars -2.5,43.0 (under),Referee Craig Wrolstad,Umpire Paul King,Down Judge Jerod Phillips,Line Judge Carl Johnson,Back Judge Scott Helverson,Side Judge Adrian Hill,Field Judge Jeff Lamberth
20180909,Buffalo Bills,3,Baltimore Ravens,47,Baltimore Ravens -7.5,39.0 (over),Referee Shawn Hochuli,Umpire Roy Ellison,Down Judge Ed Camp,Line Judge Greg Bradley,Back Judge Rich Martinez,Side Judge Chad Hill,Field Judge Tom Hill
20180909,Kansas City Chiefs,38,Los Angeles Chargers,28,Los Angeles Chargers -3.5,48.0 (over),Referee Clete Blakeman,Umpire Ramon George,Down Judge Dana McKenzie,Line Judge Walt Coleman IV,Back Judge Jim Quirk,Side Judge Dyrol Prioleau,Field Judge Joe Larrew
20180909,Dallas Cowboys,8,Carolina Panthers,16,Carolina Panthers -2.5,42.5 (under),Referee Walt Anderson,Umpire Carl Paganelli,Down Judge Tom Stephan,Line Judge Byron Boston,Back Judge Lee Dyer,Side Judge Rick Patterson,Field Judge Terry Brown
20180909,Washington Redskins,24,Arizona Cardinals,6,Arizona Cardinals -2.0,43.5 (under),Referee Walt Coleman,Umpire Jeff Rice,Down Judge Jerry Bergman,Line Judge Mark Stewart,Back Judge Greg Yette,Side Judge Jabir Walker,Field Judge Greg Gautreaux
20180909,Seattle Seahawks,24,Denver Broncos,27,Denver Broncos -3.0,42.5 (over),Referee Brad Allen,Umpire Ruben Fowler,Down Judge Jim Mello,Line Judge Brian Bolinger,Back Judge Terrence Miles,Side Judge Scott Novak,Field Judge Steve Zimmer
20180909,Chicago Bears,23,Green Bay Packers,24,Green Bay Packers -6.5,45.0 (over),Referee Carl Cheffers,Umpire Barry Anderson,Down Judge Hugo Cruz,Line Judge Gary Arthur,Back Judge Greg Meyer,Side Judge Eugene Hall,Field Judge Land Clark
20180910,New York Jets,48,Detroit Lions,17,Detroit Lions -7.0,44.0 (over),Referee Bill Vinovich,Umpire Bruce Stritesky,Down Judge Mike Spanier,Line Judge Mark Perlman,Back Judge Steven Patrick,Side Judge Gary Cavaletto,Field Judge Mearl Robinson
20180910,Los Angeles Rams,33,Oakland Raiders,13,Los Angeles Rams -6.5,47.5 (under),Referee Ron Torbert,Umpire Dan Ferrell,Down Judge Sarah Thomas,Line Judge Mark Steinkerchner,Back Judge Anthony Josselyn,Side Judge Scott Edwards,Field Judge Jimmy Buchanan
