Date,Away Team,Away Score,Home Team,Home Score,Spread,Over/Under,Referee,Umpire,Down Judge,Line Judge,Back Judge,Side Judge,Field Judge
20210103,Miami Dolphins,26,Buffalo Bills,56,Miami Dolphins -3.5,43.0 (over),Referee Bill Vinovich,Umpire Terry Killens,Down Judge Jerod Phillips,Line Judge Jeff Seeman,Back Judge Greg Steed,Side Judge Don Willard,Field Judge David Meslow
20210103,Baltimore Ravens,38,Cincinnati Bengals,3,Baltimore Ravens -13.5,46.0 (under),Referee Land Clark,Umpire Alan Eck,Down Judge Tripp Sutter,Line Judge Mark Stewart,Back Judge Tony Josselyn,Side Judge Mearl Robinson,Field Judge Tra Blake
20210103,Pittsburgh Steelers,22,Cleveland Browns,24,Cleveland Browns -10.5,44.5 (over),Referee Jerome Boger,Umpire Barry Anderson,Down Judge Brian Bolinger,Line Judge Rusty Baynes,Back Judge Brad Freeman,Side Judge Anthony Jeffries,Field Judge Dale Shaw
20210103,Minnesota Vikings,37,Detroit Lions,35,Minnesota Vikings -3.0,53.5 (over),Referee Adrian Hill,Umpire Mark Pellis,Down Judge Julian Mapp,Line Judge Tom Symonette,Back Judge Grantis Bell,Side Judge Allen Baynes,Field Judge Steve Zimmer
20210103,New York Jets,14,New England Patriots,28,New England Patriots -3.0,41.0 (over),Referee Brad Rogers,Umpire Tab Slaughter,Down Judge Mike Carr,Line Judge Daniel Gallagher,Back Judge Greg Meyer,Side Judge Eugene Hall,Field Judge Nathan Jones
20210103,Dallas Cowboys,19,New York Giants,23,Dallas Cowboys -1.5,44.5 (under),Referee Brad Allen,Umpire Bruce Stritesky,Down Judge Danny Short,Line Judge Walt Coleman IV,Back Judge Jimmy Russell,Side Judge Jonah Monroe,Field Judge Rick Patterson
20210103,Atlanta Falcons,27,Tampa Bay Buccaneers,44,Tampa Bay Buccaneers -7.5,51.5 (over),Referee Alex Kemp,Umpire Carl Paganelli,Down Judge Dana McKenzie,Line Judge Jim Mello,Back Judge Matt Edwards,Side Judge Jabir Walker,Field Judge Terry Brown
20210103,New Orleans Saints,33,Carolina Panthers,7,New Orleans Saints -6.0,47.0 (under),Referee John Hussey,Umpire Tony Michalek,Down Judge Derick Bowers,Line Judge Kevin Codey,Back Judge Steve Patrick,Side Judge Jeff Lamberth,Field Judge Mike Weatherford
20210103,Green Bay Packers,35,Chicago Bears,16,Green Bay Packers -4.5,48.0 (over),Referee Craig Wrolstad,Umpire Fred Bryan,Down Judge Mark Hittner,Line Judge David Oliver,Back Judge Keith Ferguson,Side Judge Dave Hawkshaw,Field Judge Jim Quirk
20210103,Jacksonville Jaguars,14,Indianapolis Colts,28,Indianapolis Colts -15.5,47.5 (under),Referee Shawn Smith,Umpire Bryan Neale,Down Judge Michael Dolce,Line Judge Mark Steinkerchner,Back Judge Terrence Miles,Side Judge Jimmy Buchanan,Field Judge Dyrol Prioleau
20210103,Las Vegas Raiders,32,Denver Broncos,31,Las Vegas Raiders -2.5,50.5 (over),Referee Scott Novak,Umpire Steven Woods,Down Judge Kent Payne,Line Judge Thomas Eaton,Back Judge Keith Washington,Side Judge John Jenkins,Field Judge Scott Edwards
20210103,Tennessee Titans,41,Houston Texans,38,Tennessee Titans -7.0,55.5 (over),Referee Shawn Hochuli,Umpire Ramon George,Down Judge Sarah Thomas,Line Judge Carl Johnson,Back Judge Rich Martinez,Side Judge Chad Hill,Field Judge Tom Hill
20210103,Los Angeles Chargers,38,Kansas City Chiefs,21,Los Angeles Chargers -7.0,43.0 (over),Referee Clete Blakeman,Umpire Ruben Fowler,Down Judge Jerry Bergman,Line Judge Tom Stephan,Back Judge Scott Helverson,Side Judge Michael Banks,Field Judge Joe Blubaugh
20210103,Arizona Cardinals,7,Los Angeles Rams,18,Los Angeles Rams -1.0,42.0 (under),Referee Carl Cheffers,Umpire Richard Hall,Down Judge Patrick Turner,Line Judge Tim Podraza,Back Judge Greg Wilson,Side Judge Clay Reynard,Field Judge Gary Cavaletto
20210103,Seattle Seahawks,26,San Francisco 49ers,23,Seattle Seahawks -7.0,44.5 (over),Referee Tony Corrente,Umpire Dan Ferrell,Down Judge Mark Perlman,Line Judge Bart Longson,Back Judge Todd Prukop,Side Judge Anthony Flemming,Field Judge Ryan Dickson
20210103,Washington Football Team,20,Philadelphia Eagles,14,Washington Football Team -6.5,44.0 (under),Referee Ronald Torbert,Umpire Roy Ellison,Down Judge Patrick Holt,Line Judge Greg Bradley,Back Judge Greg Yette,Side Judge Boris Cheek,Field Judge James Coleman
