Date,Away Team,Away Score,Home Team,Home Score,Spread,Over/Under,Referee,Umpire,Down Judge,Line Judge,Back Judge,Side Judge,Field Judge
20201206,New Orleans Saints,21,Atlanta Falcons,16,New Orleans Saints -2.5,46.5 (under),Officials,Referee Adrian Hill,Umpire Paul King,Down Judge Ed Camp,Line Judge Kevin Codey,Back Judge Greg Steed,Side Judge Eugene Hall,Field Judge Jim Quirk
20201206,Detroit Lions,34,Chicago Bears,30,Chicago Bears -3.0,44.0 (over),Referee Clay Martin,Umpire Tony Michalek,Down Judge Derick Bowers,Line Judge Frank LeBlanc,Back Judge Steve Patrick,Side Judge Jeff Lamberth,Field Judge Mike Weatherford
20201206,Indianapolis Colts,26,Houston Texans,20,Indianapolis Colts -3.5,50.0 (under),Referee Scott Novak,Umpire Steven Woods,Down Judge Kent Payne,Line Judge Thomas Eaton,Back Judge Terrence Miles,Side Judge John Jenkins,Field Judge Scott Edwards
20201206,Cincinnati Bengals,7,Miami Dolphins,19,Miami Dolphins -10.5,43.0 (under),Referee Ronald Torbert,Umpire Mark Pellis,Down Judge Patrick Holt,Line Judge Tom Symonette,Back Judge Greg Yette,Side Judge Jonah Monroe,Field Judge James Coleman
20201206,Jacksonville Jaguars,24,Minnesota Vikings,27,Minnesota Vikings -10.5,51.5 (under),Referee Land Clark,Umpire Alan Eck,Down Judge Tripp Sutter,Line Judge Mark Stewart,Back Judge Tony Josselyn,Side Judge Mearl Robinson,Field Judge Tra Blake
20201206,Las Vegas Raiders,31,New York Jets,28,Las Vegas Raiders -7.5,48.5 (over),Referee Shawn Smith,Umpire Bruce Stritesky,Down Judge Michael Dolce,Line Judge Mark Steinkerchner,Back Judge Dino Paganelli,Side Judge Dominique Pender,Field Judge Dyrol Prioleau
20201206,Cleveland Browns,41,Tennessee Titans,35,Tennessee Titans -4.0,54.0 (over),Referee Clete Blakeman,Umpire Fred Bryan,Down Judge Mark Hittner,Line Judge Tom Stephan,Back Judge Scott Helverson,Side Judge Michael Banks,Field Judge Joe Blubaugh
20201206,Los Angeles Rams,38,Arizona Cardinals,28,Los Angeles Rams -2.5,49.0 (over),Referee Jerome Boger,Umpire Ramon George,Down Judge Carl Johnson,Line Judge Daniel Gallagher,Back Judge Rich Martinez,Side Judge Chad Hill,Field Judge Tom Hill
20201206,New York Giants,17,Seattle Seahawks,12,Seattle Seahawks -11.0,48.5 (under),Referee Craig Wrolstad,Umpire Ruben Fowler,Down Judge Danny Short,Line Judge David Oliver,Back Judge Keith Ferguson,Side Judge Dave Hawkshaw,Field Judge Aaron Santi
20201206,Philadelphia Eagles,16,Green Bay Packers,30,Green Bay Packers -8.0,50.0 (under),Referee Bill Vinovich,Umpire Terry Killens,Down Judge Mike Carr,Line Judge Jeff Seeman,Back Judge Perry Paganelli,Side Judge Don Willard,Field Judge David Meslow
20201206,New England Patriots,45,Los Angeles Chargers,0,Los Angeles Chargers -2.0,46.5 (under),Referee Carl Cheffers,Umpire Richard Hall,Down Judge Patrick Turner,Line Judge Tim Podraza,Back Judge Greg Wilson,Side Judge Clay Reynard,Field Judge Gary Cavaletto
20201206,Denver Broncos,16,Kansas City Chiefs,22,Kansas City Chiefs -13.0,51.5 (under),Referee Alex Kemp,Umpire Carl Paganelli,Down Judge Dana McKenzie,Line Judge Rusty Baynes,Back Judge Matt Edwards,Side Judge Jabir Walker,Field Judge Rick Patterson
20201207,Washington Football Team,23,Pittsburgh Steelers,17,Pittsburgh Steelers -6.5,43.5 (under),Referee John Hussey,Umpire Roy Ellison,Down Judge Julian Mapp,Line Judge Jim Mello,Back Judge Grantis Bell,Side Judge Allen Baynes,Field Judge Steve Zimmer
20201207,Buffalo Bills,34,San Francisco 49ers,24,San Francisco 49ers -1.5,48.0 (over),Referee Tony Corrente,Umpire Tab Slaughter,Down Judge Carl Johnson,Line Judge Bart Longson,Back Judge Todd Prukop,Side Judge Anthony Flemming,Field Judge Ryan Dickson
20201208,Dallas Cowboys,17,Baltimore Ravens,34,Baltimore Ravens -8.0,45.5 (over),Referee Brad Allen,Umpire Dan Ferrell,Down Judge Jerod Phillips,Line Judge Walt Coleman IV,Back Judge Greg Meyer,Side Judge Keith Washington,Field Judge Nathan Jones
