Date,Away Team,Away Score,Home Team,Home Score,Spread,Over/Under,Referee,Umpire,Down Judge,Line Judge,Back Judge,Side Judge,Field Judge
20181206,Jacksonville Jaguars,9,Tennessee Titans,30,Tennessee Titans -5.5,37.5 (over),Referee John Parry,Umpire Mark Pellis,Down Judge David Oliver,Line Judge Julian Mapp,Back Judge Perry Paganelli,Side Judge Michael Banks,Field Judge Matt Edwards
20181209,New York Jets,27,Buffalo Bills,23,Buffalo Bills -4.5,37.0 (over),Referee Alex Kemp,Umpire Richard Hall,Down Judge Tom Symonette,Line Judge Jeff Bergman,Back Judge Gregory Wilson,Side Judge Aaron Santi,Field Judge John Jenkins
20181209,Carolina Panthers,20,Cleveland Browns,26,Carolina Panthers -1.0,47.5 (under),Referee Walt Anderson,Umpire Carl Paganelli,Down Judge Tom Stephan,Line Judge Byron Boston,Back Judge Steve Freeman,Side Judge Rick Patterson,Field Judge Terry Brown
20181209,Atlanta Falcons,20,Green Bay Packers,34,Green Bay Packers -4.0,50.5 (over),Referee Walt Coleman,Umpire Jeff Rice,Down Judge Jerry Bergman,Line Judge Mark Stewart,Back Judge Greg Yette,Side Judge Jabir Walker,Field Judge Dale Shaw
20181209,Indianapolis Colts,24,Houston Texans,21,Houston Texans -4.0,49.0 (under),Referee Bill Vinovich,Umpire Bruce Stritesky,Down Judge Phil McKinnely,Line Judge Mark Perlman,Back Judge Steven Patrick,Side Judge Gary Cavaletto,Field Judge Mearl Robinson
20181209,Baltimore Ravens,24,Kansas City Chiefs,27,Kansas City Chiefs -6.5,48.5 (over),Referee Tony Corrente,Umpire Alan Eck,Down Judge Patrick Turner,Line Judge Tim Podraza,Back Judge Todd Prukop,Side Judge Ryan Dickson,Field Judge Keith Washington
20181209,New England Patriots,33,Miami Dolphins,34,New England Patriots -9.5,49.5 (over),Referee Peter Morelli,Umpire Steven Woods,Down Judge Steve Stelljes,Line Judge Jeff Seeman,Back Judge Keith Ferguson,Side Judge Boris Cheek,Field Judge Mike Weatherford
20181209,New Orleans Saints,28,Tampa Bay Buccaneers,14,New Orleans Saints -10.0,54.0 (under),Referee Jerome Boger,Umpire Bill Schuster,Down Judge Mike Carr,Line Judge Rusty Baynes,Back Judge Tony Steratore,Side Judge Jonah Monroe,Field Judge Anthony Jeffries
20181209,New York Giants,40,Washington Redskins,16,New York Giants -3.0,40.5 (over),Referee Carl Cheffers,Umpire Barry Anderson,Down Judge Mike Spanier,Line Judge Gary Arthur,Back Judge Greg Meyer,Side Judge Scott Novak,Field Judge Land Clark
20181209,Cincinnati Bengals,21,Los Angeles Chargers,26,Los Angeles Chargers -17.0,48.5 (under),Referee John Hussey,Umpire Tony Michalek,Down Judge Kevin Codey,Line Judge Derick Bowers,Back Judge Greg Steed,Side Judge Allen Baynes,Field Judge Don Willard
20181209,Denver Broncos,14,San Francisco 49ers,20,Denver Broncos -3.0,45.5 (under),Referee Shawn Smith,Umpire Bryan Neale,Down Judge Mark Hittner,Line Judge Bart Longson,Back Judge Dino Paganelli,Side Judge James Coleman,Field Judge Brad Rogers
20181209,Detroit Lions,17,Arizona Cardinals,3,Detroit Lions -2.5,40.5 (under),Referee Shawn Hochuli,Umpire Fred Bryan,Down Judge Ed Camp,Line Judge Greg Bradley,Back Judge Perry Paganelli,Side Judge Chad Hill,Field Judge Tom Hill
20181209,Philadelphia Eagles,23,Dallas Cowboys,29,Dallas Cowboys -3.5,45.5 (over),Referee Clete Blakeman,Umpire Ramon George,Down Judge Dana McKenzie,Line Judge Walt Coleman IV,Back Judge Jim Quirk,Side Judge Dyrol Prioleau,Field Judge Joe Larrew
20181209,Pittsburgh Steelers,21,Oakland Raiders,24,Pittsburgh Steelers -10.5,51.0 (under),Referee Ron Torbert,Umpire Dan Ferrell,Down Judge Sarah Thomas,Line Judge Mark Steinkerchner,Back Judge Anthony Josselyn,Side Judge Scott Edwards,Field Judge Jimmy Buchanan
20181209,Los Angeles Rams,6,Chicago Bears,15,Los Angeles Rams -3.0,51.0 (under),Referee Craig Wrolstad,Umpire Paul King,Down Judge Jerod Phillips,Line Judge Carl Johnson,Back Judge Scott Helverson,Side Judge Adrian Hill,Field Judge Jeff Lamberth
20181210,Minnesota Vikings,7,Seattle Seahawks,21,Seattle Seahawks -3.0,45.5 (under),Referee Brad Allen,Umpire Ruben Fowler,Down Judge Jim Mello,Line Judge Brian Bolinger,Back Judge Terrence Miles,Side Judge Eugene Hall,Field Judge Steve Zimmer
